strategy_name,n,horizon,start_year,end_year,is_after_tax,tax_rate,initial_capital,final_equity,cumulative_return,cagr,max_drawdown,total_taxes_paid,total_dividends_received,pre_liquidation_wealth,post_liquidation_wealth,post_liquidation_cagr,tax_drag,alpha_vs_spx
MSCI World (Annual),0,30y,1994,2024,False,0.0,10000.0,116943.23671497576,10.694323671497584,0.08542337572930214,-0.4168864267562673,0.0,27791.708289524246,116943.23671497576,116943.23671497576,0.08542337572930214,0.0,-0.023818158872930484
MSCI World (Annual),0,30y,1994,2024,True,0.3,10000.0,94715.52324442434,8.471552324442435,0.0778228143380848,-0.42293689050043193,7285.491798069791,24284.972660232637,94715.52324442434,74400.71052974589,0.06918429144508975,0.007600561391217342,-0.02526224289356005
FBGRX (Annual),0,30y,1994,2024,False,0.0,10000.0,295750.33200531214,28.575033200531205,0.11951738301266013,-0.44196804037005893,0.0,89584.76459741556,295750.33200531214,295750.33200531214,0.11951738301266013,0.0,0.010275848410427502
FBGRX (Annual),0,30y,1994,2024,True,0.3,10000.0,206900.91041485,19.690091041484997,0.10626391567312021,-0.4802628959565958,20806.53469949723,69355.11566499076,206900.91041485,162395.21158004305,0.09736837630206407,0.013253467339539915,0.003178858441475363
Nasdaq 100 (Annual),0,30y,1994,2024,False,0.0,10000.0,617867.6470588233,60.786764705882355,0.14735157242806474,-0.7345149964944645,0.0,27769.763103711604,617867.6470588233,617867.6470588233,0.14735157242806474,0.0,0.03811003782583211
Nasdaq 100 (Annual),0,30y,1994,2024,True,0.3,10000.0,586726.2294359617,57.67262294359617,0.14537539704686808,-0.7345154053690277,8033.05485412849,26776.84951376163,586726.2294359617,419331.4990030632,0.13262266884833007,0.0019761753811966543,0.04229033981522323
S&P 500 (Quarterly),0,30y,1994,2024,False,0.0,10000.0,224276.45863368735,21.42764586336871,0.10924153460223263,-0.4580336334523749,0.0,32795.23717223897,224276.45863368735,224276.45863368735,0.10924153460223263,0.0,0.0
S&P 500 (Quarterly),0,30y,1994,2024,True,0.3,10000.0,189627.59236833797,17.962759236833797,0.10305385740268314,-0.4639067834213162,8766.102871389437,29220.34290463148,189627.59236833797,141875.5866678092,0.09243831156999094,0.006187677199549491,0.0
MSCI World (Quarterly),0,30y,1994,2024,False,0.0,10000.0,116943.23671497569,10.694323671497584,0.08542337572930214,-0.480940160067257,0.0,26573.600002208525,116943.23671497569,116943.23671497569,0.08542337572930214,0.0,-0.023818158872930484
MSCI World (Quarterly),0,30y,1994,2024,True,0.3,10000.0,94583.26537299817,8.458326537299817,0.0777726124832594,-0.4901294296871282,6943.844999049722,23146.14999683241,94583.26537299817,74068.97726043353,0.06902504090223038,0.007650763246042747,-0.025312444748385454
FBGRX (Quarterly),0,30y,1994,2024,False,0.0,10000.0,295750.33200531226,28.575033200531205,0.11951738301266013,-0.5055643879173292,0.0,86048.6383049678,295750.33200531226,295750.33200531226,0.11951738301266013,0.0,0.010275848410427502
FBGRX (Quarterly),0,30y,1994,2024,True,0.3,10000.0,206188.32915066188,19.61883291506619,0.1061367020963202,-0.5340516898551336,19893.62315720953,66312.07719069842,206188.32915066188,161257.36661551,0.09711120879284407,0.013380680916339927,0.0030516448646753513
Nasdaq 100 (Quarterly),0,30y,1994,2024,False,0.0,10000.0,617867.6470588228,60.786764705882355,0.14735157242806474,-0.8106983120940372,0.0,26044.476109911942,617867.6470588228,617867.6470588228,0.14735157242806474,0.0,0.03811003782583211
Nasdaq 100 (Quarterly),0,30y,1994,2024,True,0.3,10000.0,586658.2669894646,57.66582669894646,0.14537097437813062,-0.8106986582903163,7526.834431915305,25089.44810638435,586658.2669894646,418929.57099496596,0.13258646489002768,0.0019805980499341125,0.042285917146485774
